StockCode,Description,TotalQtySold,DaysWithSales,StdDevOnSaleDays,AvgDailyDemand,AvgDailyDemand_ActiveDays,Safety_Stock,ReorderPoint,SimulatedDaysOfStock,CurrentStock,ReorderFlag,TotalRevenue_x,TotalRevenue_y,TotalRevenue,CumulativeRevenue,CumulativeRevenuePercent,ABC_Category
37446,MINI CAKE STAND WITH HANGING CAKES,3813,240,24.4564306044024,5.159675236806495,15.8875,107.0,143.0,19,98.03382949932342,Reorder Now,5502.08,5502.08,5502.08,21701848.450000025,78.73062077887977,A
79029,GLASS HONEYPOT WASP CATCHER,2958,149,35.358468506435976,4.002706359945873,19.85234899328859,154.0,182.0,4,16.010825439783492,Reorder Now,5501.12,5501.12,5501.12,21707349.570000026,78.75057790804215,A
20978,36 PENCILS TUBE SKULLS,4163,330,16.338564989130006,5.633288227334235,12.615151515151515,71.0,110.0,11,61.96617050067659,Reorder Now,5497.33,5497.33,5497.33,21712846.900000025,78.77052128772814,A
21069,VINTAGE BILLBOARD TEA MUG,5157,209,97.20541977010905,6.978349120433018,24.67464114832536,424.0,473.0,6,41.87009472259811,Reorder Now,5485.68,5485.68,5485.68,21718332.580000024,78.79042240319254,A
22842,BISCUIT TIN VINTAGE RED,807,153,7.827276274028474,1.0920162381596752,5.2745098039215685,34.0,42.0,17,18.56427604871448,Reorder Now,5484.08,5484.08,5484.08,21723816.660000023,78.81031771412864,A
22842,"BISCUIT TIN, RED,IVORY, VINTAGE",37,5,5.639148871948674,0.0500676589986468,7.4,25.0,25.0,2,0.1001353179972936,Reorder Now,5484.08,5484.08,5484.08,21729300.74000002,78.83021302506475,A
16161P,WRAP ENGLISH ROSE ,13298,283,44.28490001677804,17.994587280108256,46.98939929328622,193.0,319.0,13,233.9296346414073,Reorder Now,5477.4,5477.4,5477.4,21734778.14000002,78.85008410209524,A
72756,FAIRY CAKE CANDLES,3868,24,261.1643937823649,5.234100135317997,161.16666666666666,1140.0,1177.0,17,88.97970230040595,Reorder Now,5472.89,5472.89,5472.89,21740251.03000002,78.86993881761163,A
72756, FAIRY CAKE CANDLES,153,2,44.54772721475249,0.2070365358592693,76.5,194.0,195.0,6,1.2422192151556155,Reorder Now,5472.89,5472.89,5472.89,21745723.92000002,78.88979353312801,A
85063,CREAM SWEETHEART MAGAZINE RACK,310,122,2.174789971748223,0.4194857916102841,2.540983606557377,9.0,12.0,11,4.614343707713125,Reorder Now,5460.639999999999,5460.639999999999,5460.639999999999,21751184.56000002,78.90960380772471,A
22571,ROCKING HORSE RED CHRISTMAS ,6091,192,36.60474962684936,8.242219215155616,31.72395833333333,160.0,218.0,18,148.3599458728011,Reorder Now,5445.43,5445.43,5445.43,21756629.99000002,78.92935890302432,A
21432,SET OF 3 CASES WOODLAND DESIGN,943,155,8.797841263192547,1.2760487144790258,6.083870967741936,38.0,47.0,13,16.588633288227335,Reorder Now,5441.860000000001,5441.860000000001,5441.860000000001,21762071.85000002,78.94910104697021,A
22476,EMPIRE UNION JACK TV DINNER TRAY,1358,196,43.17270030102416,1.837618403247632,6.928571428571429,188.0,201.0,3,5.512855209742896,Reorder Now,5426.22,5426.22,5426.22,21767498.07000002,78.96878645165208,A
84968D,S/16 VINTAGE RED CUTLERY,287,30,22.337047212219424,0.3883626522327469,9.566666666666666,98.0,101.0,12,4.660351826792963,Reorder Now,5419.21,5419.21,5419.21,21772917.28000002,78.98844642524439,A
84968D,SET OF 16 VINTAGE RED CUTLERY,187,55,4.499382673705854,0.2530446549391069,3.4,20.0,22.0,3,0.7591339648173207,Reorder Now,5419.21,5419.21,5419.21,21778336.49000002,79.00810639883669,A
23135,SMALL ZINC HEART WALL ORGANISER,1541,38,102.8939883118808,2.085250338294993,40.55263157894737,449.0,464.0,6,12.51150202976996,Reorder Now,5416.18,5416.18,5416.18,21783752.67000002,79.02775538010354,A
21491,SET OF THREE VINTAGE GIFT WRAPS,2897,88,39.6479396316176,3.920162381596752,32.92045454545455,173.0,200.0,9,35.28146143437077,Reorder Now,5404.0599999999995,5404.0599999999995,5404.0599999999995,21789156.73000002,79.0473603920686,A
84937,KASHMIR FOLKART TUMBLERS,2543,77,79.26404475017164,3.4411366711772664,33.02597402597402,346.0,370.0,3,10.3234100135318,Reorder Now,5396.64,5396.64,5396.64,21794553.37000002,79.06693848553374,A
22218,CAKE STAND LACE WHITE,1235,169,12.302729081677075,1.6711772665764546,7.3076923076923075,54.0,66.0,5,8.355886332882273,Reorder Now,5378.41,5378.41,5378.41,21799931.78000002,79.08645044365467,A
23494,VINTAGE DOILY DELUXE SEWING KIT ,813,59,14.332345618132155,1.1001353179972937,13.779661016949152,63.0,71.0,7,7.700947225981055,Reorder Now,5377.81,5377.81,5377.81,21805309.59000002,79.1059602250775,A
22175,PINK OWL SOFT TOY,1754,258,14.090800511878117,2.3734776725304467,6.7984496124031,62.0,79.0,10,23.734776725304467,Reorder Now,5372.77,5372.77,5372.77,21810682.360000018,79.12545172223622,A
22175,PINK OWL DECORATION,96,1,0.0,0.1299052774018944,96.0,0.0,1.0,7,0.9093369418132607,Reorder Now,5372.77,5372.77,5372.77,21816055.130000018,79.14494321939493,A
21993,FLORAL FOLK STATIONERY SET,2907,313,13.4068631254513,3.933694181326117,9.287539936102236,59.0,87.0,11,43.27063599458729,Reorder Now,5366.54,5366.54,5366.54,21821421.670000017,79.16441211517163,A
35832,WOOLLY HAT SOCK GLOVE ADVENT STRING,1739,73,25.434743552948632,2.3531799729364007,23.82191780821918,111.0,127.0,5,11.765899864682003,Reorder Now,5347.750000000001,5347.750000000001,5347.750000000001,21826769.420000017,79.18381284401923,A
22030,SWALLOWS GREETING CARD,13059,372,66.87105730706486,17.671177266576453,35.104838709677416,292.0,416.0,11,194.38294993234095,Reorder Now,5333.92,5333.92,5333.92,21832103.34000002,79.20316339997544,A
84950,ASSORTED COLOUR T-LIGHT HOLDER,8027,216,247.624935145067,10.861975642760488,37.16203703703704,1081.0,1157.0,14,152.06765899864683,Reorder Now,5331.65,5331.65,5331.65,21837434.990000017,79.22250572075713,A
22998,TRAVEL CARD WALLET KEEP CALM,12490,215,102.38707341048908,16.901217861975642,58.093023255813954,447.0,565.0,17,287.3207036535859,Reorder Now,5314.9,5314.9,5314.9,21842749.890000015,79.2417872753833,A
22896,PEG BAG APPLES DESIGN,1708,227,11.639993754386628,2.311231393775372,7.524229074889868,51.0,67.0,11,25.42354533152909,Reorder Now,5299.12,5299.12,5299.12,21848049.010000017,79.26101158284924,A
22896,PEG BAG APPLE DESIGN,388,13,30.808132459482607,0.5250338294993234,29.846153846153847,134.0,138.0,12,6.300405953991881,Reorder Now,5299.12,5299.12,5299.12,21853348.130000018,79.28023589031517,A
22564,ALPHABET STENCIL CRAFT,4630,223,64.93164817774591,6.265223274695535,20.76233183856502,283.0,327.0,6,37.59133964817321,Reorder Now,5296.4,5296.4,5296.4,21858644.530000016,79.299450330083,A
85132A,CHARLIE + LOLA BISCUITS TINS,1365,145,14.18165197970826,1.8470906630581867,9.413793103448276,62.0,75.0,4,7.388362652232747,Reorder Now,5293.38,5293.38,5293.38,21863937.910000015,79.31865381380369,A
22472,"TRAY FOR TV DINNER , DOLLY GIRL",6,1,0.0,0.0081190798376184,6.0,0.0,0.0,2,0.0162381596752368,OK,5275.9400000000005,5275.9400000000005,5275.9400000000005,21869213.850000016,79.33779402816604,A
22472,TV DINNER TRAY DOLLY GIRL,1109,179,16.727854121461075,1.5006765899864682,6.195530726256983,73.0,84.0,9,13.506089309878217,Reorder Now,5275.9400000000005,5275.9400000000005,5275.9400000000005,21874489.790000018,79.35693424252838,A
21718,RED METAL BEACH SPADE ,4047,292,32.49843999167326,5.476319350473613,13.85958904109589,142.0,180.0,18,98.57374830852504,Reorder Now,5274.07,5274.07,5274.07,21879763.860000018,79.3760676728483,A
22433,WATERING CAN PINK BUNNY,54,5,7.823042886243178,0.0730717185385656,10.8,34.0,35.0,12,0.8768606224627873,Reorder Now,5271.0599999999995,5271.0599999999995,5271.0599999999995,21885034.920000017,79.39519018339935,A
22433,WATERING CAN GREEN DINOSAUR,2764,263,18.62667854373216,3.740189445196211,10.509505703422054,81.0,107.0,3,11.220568335588633,Reorder Now,5271.0599999999995,5271.0599999999995,5271.0599999999995,21890305.980000015,79.41431269395042,A
21713,CITRONELLA CANDLE FLOWERPOT,2783,245,19.073455058155307,3.7658998646820026,11.359183673469389,83.0,109.0,17,64.02029769959404,Reorder Now,5254.66,5254.66,5254.66,21895560.640000015,79.43337570808652,A
21071,VINTAGE BILLBOARD DRINK ME MUG,4475,288,51.35113730631439,6.055480378890392,15.538194444444445,224.0,266.0,8,48.44384303112314,Reorder Now,5252.7,5252.7,5252.7,21900813.340000015,79.45243161167546,A
22894,TABLECLOTH RED APPLES DESIGN ,569,135,6.291886726956668,0.7699594046008119,4.214814814814815,27.0,32.0,19,14.629228687415427,Reorder Now,5228.78,5228.78,5228.78,21906042.120000016,79.47140073756651,A
22117,METAL SIGN HER DINNER IS SERVED ,1769,178,59.39536782261495,2.3937753721244928,9.938202247191011,259.0,276.0,9,21.54397834912044,Reorder Now,5222.49,5222.49,5222.49,21911264.610000014,79.49034704440571,A
22691,DOORMAT WELCOME SUNRISE,761,164,14.569439060628708,1.0297699594046008,4.640243902439025,64.0,71.0,8,8.238159675236806,Reorder Now,5221.99,5221.99,5221.99,21916486.600000013,79.5092915373298,A
23132,SMALL IVORY HEART WALL ORGANISER,1034,105,23.33154885902717,1.399188092016238,9.847619047619048,102.0,112.0,15,20.98782138024357,Reorder Now,5219.1,5219.1,5219.1,21921705.700000014,79.5282255458247,A
22509,SEWING BOX RETROSPOT DESIGN ,394,138,4.795908725743181,0.5331529093369418,2.855072463768116,21.0,25.0,10,5.331529093369419,Reorder Now,5215.01,5215.01,5215.01,21926920.710000016,79.54714471649416,A
21872,GLAMOROUS  MUG,5125,239,71.27703636968778,6.935047361299053,21.443514644351463,311.0,360.0,5,34.67523680649526,Reorder Now,5213.49,5213.49,5213.49,21932134.200000014,79.56605837286173,A
22426,ENAMEL WASH BOWL CREAM,1348,249,6.384960142819365,1.824086603518268,5.413654618473895,28.0,41.0,17,31.009472259810558,Reorder Now,5198.99,5198.99,5198.99,21937333.190000013,79.58491942569167,A
22374,AIRLINE BAG VINTAGE JET SET RED,1042,284,3.309098349509534,1.410013531799729,3.6690140845070425,14.0,24.0,17,23.9702300405954,Reorder Now,5197.47,5197.47,5197.47,21942530.66000001,79.60377496421975,A
23263,SET OF 3 WOODEN HEART DECORATIONS,3893,136,26.31375854736241,5.267929634641408,28.625,115.0,152.0,7,36.87550744248986,Reorder Now,5184.69,5184.69,5184.69,21947715.350000013,79.62258413907813,A
22412,METAL SIGN NEIGHBOURHOOD WITCH ,2417,275,14.28614857620277,3.27063599458728,8.789090909090909,62.0,85.0,6,19.62381596752368,Reorder Now,5182.860000000001,5182.860000000001,5182.860000000001,21952898.210000012,79.64138667500727,A
23157,SET OF 6 NATIVITY MAGNETS ,2570,83,47.94596699210592,3.477672530446549,30.96385542168675,209.0,233.0,4,13.910690121786196,Reorder Now,5170.1,5170.1,5170.1,21958068.310000014,79.66014291982333,A
22593,CHRISTMAS GINGHAM STAR,5812,184,39.10184325422373,7.86468200270636,31.58695652173913,171.0,226.0,1,7.86468200270636,Reorder Now,5169.16,5169.16,5169.16,21963237.470000014,79.678895754479,A
22610,PENS ASSORTED FUNNY FACE,12757,201,109.5694765845168,17.26251691474966,63.46766169154229,478.0,599.0,1,17.26251691474966,Reorder Now,5153.28,5153.28,5153.28,21968390.750000015,79.69759097919142,A
20977,36 PENCILS TUBE WOODLAND,3856,303,14.603395235537072,5.21786197564276,12.726072607260726,64.0,101.0,11,57.39648173207036,Reorder Now,5149.99,5149.99,5149.99,21973540.740000013,79.71627426834253,A
23165,LARGE CERAMIC TOP STORAGE JAR,3118,131,31.19822969517248,4.2192151556156965,23.80152671755725,136.0,166.0,3,12.65764546684709,Reorder Now,5147.66,5147.66,5147.66,21978688.400000013,79.73494910464932,A
21471,STRAWBERRY RAFFIA FOOD COVER,1419,225,9.94310601084275,1.9201623815967523,6.306666666666667,43.0,56.0,8,15.36129905277402,Reorder Now,5144.38,5144.38,5144.38,21983832.780000012,79.75361204167312,A
23162,REGENCY TEA STRAINER,1412,107,18.010185405652287,1.9106901217861976,13.19626168224299,79.0,92.0,19,36.30311231393775,Reorder Now,5143.6900000000005,5143.6900000000005,5143.6900000000005,21988976.470000014,79.7722724754941,A
21495,SKULLS WRAP,3400,75,30.9460442974164,4.600811907983762,45.333333333333336,135.0,167.0,11,50.60893098782138,Reorder Now,5140.3,5140.3,5140.3,21994116.770000014,79.79092061097077,A
21495,SKULLS AND CROSSBONES WRAP,9115,200,44.04536691564356,12.33423545331529,45.575,192.0,278.0,3,37.00270635994588,Reorder Now,5140.3,5140.3,5140.3,21999257.070000015,79.80956874644744,A
22956,36 FOIL HEART CAKE CASES,2617,156,29.97990159400851,3.54127198917456,16.775641025641026,131.0,156.0,19,67.28416779431664,Reorder Now,5130.22,5130.22,5130.22,22004387.290000014,79.82818031339588,A
22075,6 RIBBONS ELEGANT CHRISTMAS ,3384,199,36.57819871296596,4.579161028416779,17.00502512562814,160.0,192.0,18,82.42489851150202,Reorder Now,5122.94,5122.94,5122.94,22009510.230000015,79.84676546974062,A
22318,FIVE HEART HANGING DECORATION,1626,275,6.138280464461109,2.2002706359945874,5.912727272727273,27.0,42.0,3,6.600811907983762,Reorder Now,5119.710000000001,5119.710000000001,5119.710000000001,22014629.940000016,79.86533890819388,A
21544,SKULLS  WATER TRANSFER TATTOOS ,6131,320,40.909368130809206,8.296346414073072,19.159375,179.0,237.0,2,16.592692828146145,Reorder Now,5119.69,5119.69,5119.69,22019749.630000018,79.88391227409052,A
22732,3D STICKERS VINTAGE CHRISTMAS,1060,22,52.97226261035681,1.4343707713125846,48.18181818181818,231.0,241.0,4,5.7374830852503385,Reorder Now,5115.26,5115.26,5115.26,22024864.89000002,79.90246956869947,A
22732,3D VINTAGE CHRISTMAS STICKERS ,2796,152,25.888491880579263,3.783491204330176,18.394736842105264,113.0,139.0,13,49.18538565629229,Reorder Now,5115.26,5115.26,5115.26,22029980.15000002,79.92102686330843,A
22276,WASH BAG VINTAGE ROSE PAISLEY,1956,245,15.135715915885289,2.6468200270636,7.983673469387755,66.0,85.0,12,31.7618403247632,Reorder Now,5112.83,5112.83,5112.83,22035092.98000002,79.93957534229003,A
21706,"FOLDING UMBRELLA , RED/WHITE SPOT",918,83,24.57807341156249,1.2422192151556155,11.060240963855422,107.0,116.0,19,23.602165087956696,Reorder Now,5111.71,5111.71,5111.71,22040204.69000002,79.95811975810184,A
21706,FOLDING UMBRELLA RED/WHITE POLKADOT,442,117,2.8771127502720115,0.5981055480378891,3.7777777777777777,13.0,17.0,5,2.990527740189445,Reorder Now,5111.71,5111.71,5111.71,22045316.40000002,79.97666417391365,A
21578,WOODLAND DESIGN  COTTON TOTE BAG,2224,257,10.080957254802328,3.009472259810555,8.653696498054474,44.0,65.0,18,54.17050067658999,Reorder Now,5108.42,5108.42,5108.42,22050424.820000023,79.99519665416418,A
23397,FOOT STOOL HOME SWEET HOME ,489,73,6.6388689873159725,0.6617050067658998,6.698630136986301,29.0,34.0,17,11.248985115020297,Reorder Now,5097.65,5097.65,5097.65,22055522.47000002,80.01369006268362,B
23234,BISCUIT TIN VINTAGE CHRISTMAS,1725,109,23.2720799324702,2.334235453315291,15.825688073394495,102.0,118.0,19,44.35047361299053,Reorder Now,5088.45,5088.45,5088.45,22060610.92000002,80.03215009516545,B
21056,DOCTOR'S BAG SOFT TOY,559,160,6.6550183221328965,0.7564276048714479,3.49375,29.0,34.0,9,6.807848443843031,Reorder Now,5086.63,5086.63,5086.63,22065697.55000002,80.0506035249963,B
23295,SET OF 12 MINI LOAF BAKING CASES,6140,127,60.5956384245227,8.308525033829499,48.346456692913385,265.0,323.0,8,66.46820027063599,Reorder Now,5078.43,5078.43,5078.43,22070775.98000002,80.06902720661971,B
23198,PANTRY MAGNETIC  SHOPPING LIST,3346,140,21.46078907276942,4.527740189445196,23.9,94.0,126.0,13,58.860622462787546,Reorder Now,5068.4,5068.4,5068.4,22075844.380000018,80.08741450110641,B
46000S,POLYESTER FILLER PAD 40x40cm,3486,265,14.88677680020569,4.717185385656292,13.154716981132076,65.0,98.0,17,80.19215155615697,Reorder Now,5054.7,5054.7,5054.7,22080899.080000017,80.10575209431961,B
22107,PIZZA PLATE IN BOX,1280,225,6.877182193357607,1.7320703653585927,5.688888888888889,30.0,42.0,18,31.17726657645467,Reorder Now,5050.01,5050.01,5050.01,22085949.09000002,80.1240726730093,B
22583,PACK OF 6 HANDBAG GIFT BOXES,1903,223,12.68884339319274,2.57510148849797,8.533632286995516,55.0,73.0,6,15.45060893098782,Reorder Now,5044.8,5044.8,5044.8,22090993.89000002,80.14237435070373,B
23314,VINTAGE CHRISTMAS TABLECLOTH,409,73,11.671117872322684,0.5534506089309879,5.602739726027397,51.0,55.0,9,4.981055480378891,Reorder Now,5037.96,5037.96,5037.96,22096031.85000002,80.16065121403972,B
22604,SET OF 4 NAPKIN CHARMS CUTLERY,2027,170,29.550278674118537,2.742895805142084,11.923529411764706,129.0,148.0,1,2.742895805142084,Reorder Now,5029.02,5029.02,5029.02,22101060.87000002,80.17889564457391,B
22604,SET OF 4 NAPKIN CHARM CUTLERY,18,3,0.0,0.0243572395128552,6.0,0.0,0.0,12,0.2922868741542623,OK,5029.02,5029.02,5029.02,22106089.89000002,80.19714007510808,B
22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,1778,80,31.644374787570108,2.4059539918809203,22.225,138.0,155.0,1,2.4059539918809203,Reorder Now,5023.5,5023.5,5023.5,22111113.39000002,80.21536448001967,B
21896,POTTING SHED TWINE,2412,219,37.84995478916437,3.263870094722598,11.013698630136986,165.0,188.0,2,6.527740189445196,Reorder Now,5011.31,5011.31,5011.31,22116124.700000018,80.23354466168135,B
22688,DOORMAT PEACE ON EARTH BLUE,899,72,74.51306588431613,1.2165087956698242,12.48611111111111,325.0,334.0,8,9.732070365358592,Reorder Now,5000.599999999999,5000.599999999999,5000.599999999999,22121125.30000002,80.25168598928182,B
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,600,126,8.601793832850054,0.8119079837618404,4.761904761904762,38.0,44.0,5,4.059539918809202,Reorder Now,4999.79,4999.79,4999.79,22126125.09000002,80.26982437833982,B
23310,BUBBLEGUM RING ASSORTED,12050,123,112.02648508272198,16.305818673883625,97.96747967479676,489.0,603.0,4,65.2232746955345,Reorder Now,4997.28,4997.28,4997.28,22131122.37000002,80.2879536615441,B
47568,ENGLISH ROSE DESIGN PEG BAG,2389,167,18.0015770978613,3.232746955345061,14.305389221556888,79.0,102.0,1,3.232746955345061,Reorder Now,4993.52,4993.52,4993.52,22136115.89000002,80.30606930410687,B
23556,LANDMARK FRAME COVENT GARDEN ,439,29,55.65051927490437,0.5940460081190798,15.137931034482758,243.0,247.0,16,9.504736129905275,Reorder Now,4974.51,4974.51,4974.51,22141090.40000002,80.32411598161792,B
85184C,S/4 VALENTINE DECOUPAGE HEART BOX,2124,166,26.41636730291076,2.8741542625169147,12.795180722891564,115.0,135.0,6,17.24492557510149,Reorder Now,4953.660000000001,4953.660000000001,4953.660000000001,22146044.06000002,80.3420870188697,B
85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,172,52,4.212672113379064,0.2327469553450609,3.3076923076923075,18.0,20.0,13,3.025710419485792,Reorder Now,4953.660000000001,4953.660000000001,4953.660000000001,22150997.72000002,80.36005805612147,B
23570,TRADITIONAL PICK UP STICKS GAME ,2782,43,81.76200505524174,3.7645466847090665,64.69767441860465,357.0,383.0,11,41.41001353179973,Reorder Now,4944.37,4944.37,4944.37,22155942.090000022,80.37799539083089,B
20963,APPLE BATH SPONGE,3646,303,23.61358838004313,4.933694181326117,12.033003300330034,103.0,138.0,15,74.00541271989175,Reorder Now,4937.62,4937.62,4937.62,22160879.710000023,80.39590823768658,B
22574,HEART WOODEN CHRISTMAS DECORATION,5386,175,38.91815081750658,7.288227334235453,30.777142857142856,170.0,221.0,4,29.15290933694181,Reorder Now,4930.01,4930.01,4930.01,22165809.720000025,80.4137934767546,B
22800,ANTIQUE TALL SWIRLGLASS TRINKET POT,1211,177,12.061765903585243,1.638700947225981,6.84180790960452,53.0,64.0,10,16.38700947225981,Reorder Now,4924.62,4924.62,4924.62,22170734.340000026,80.43165916181795,B
20961,STRAWBERRY BATH SPONGE ,3684,310,23.70461559488143,4.9851150202977,11.883870967741936,103.0,138.0,19,94.7171853856563,Reorder Now,4901.57,4901.57,4901.57,22175635.910000026,80.44944122539563,B
23010,CIRCUS PARADE BABY GIFT SET,316,85,5.480727629625475,0.4276048714479025,3.7176470588235295,24.0,27.0,1,0.4276048714479025,Reorder Now,4896.549999999999,4896.549999999999,4896.549999999999,22180532.460000027,80.46720507726582,B
20681,PINK POLKADOT CHILDRENS UMBRELLA,429,80,4.902192095560124,0.5805142083897158,5.3625,21.0,25.0,8,4.644113667117726,Reorder Now,4882.54,4882.54,4882.54,22185415.000000026,80.48491810323516,B
20681,PINK SPOTTY CHILDS UMBRELLA,1007,131,9.80665705565173,1.3626522327469552,7.687022900763359,43.0,53.0,7,9.538565629228687,Reorder Now,4882.54,4882.54,4882.54,22190297.540000025,80.5026311292045,B
23351,ROLL WRAP 50'S CHRISTMAS,3539,90,33.677194556680185,4.788903924221922,39.32222222222222,147.0,181.0,19,90.98917456021653,Reorder Now,4880.65,4880.65,4880.65,22195178.190000024,80.5203372985748,B
